id,title,genres,original_language,popularity,release_date,budget,revenue,runtime,status,vote_average,vote_count,release_year,profit
2,The Pope's Exorcist,Horror,en,5953.227,2023-05-04,18000000,65675816,103.0,Released,7.433,545,2023,47675816
4,Creed III,Drama,en,3994.342,2023-01-03,75000000,269000000,116.0,Released,7.262,1129,2023,194000000
5,The Super Mario Bros. Movie,Animation,en,3859.926,2023-05-04,100000000,1278766975,92.0,Released,7.764,4042,2023,1178766975
6,Knock at the Cabin,Horror,en,3422.537,2023-01-02,20000000,52000000,100.0,Released,6.457,888,2023,32000000
9,Plane,Action,en,2618.646,2023-12-01,25000000,51000000,107.0,Released,6.901,785,2023,26000000
11,Black Panther: Wakanda Forever,Action,en,2525.408,2022-09-11,250000000,858535561,162.0,Released,7.338,3922,2022,608535561
12,Scream VI,Horror,en,2472.802,2023-08-03,35000000,168541093,123.0,Released,7.4,1007,2023,133541093
18,Huesera: The Bone Woman,Drama,es,1436.445,2023-10-02,0,0,93.0,Released,6.58,75,2023,0
21,Transformers: Rise of the Beasts,Action,en,1173.857,2023-06-06,200000000,0,127.0,Released,7.71,100,2023,-200000000
26,The Forbidden Legend: Sex & Chopsticks 2,Comedy,cn,974.088,2009-04-03,0,0,93.0,Released,6.0,63,2009,0
27,Guardians of the Galaxy Vol. 3,Science Fiction,en,950.444,2023-03-05,250000000,821801000,150.0,Released,8.1,2052,2023,571801000
28,Transfusion,Crime,en,926.142,2023-05-01,0,0,105.0,Released,6.602,127,2023,0
29,Berlin Drifters,Drama,ja,918.173,2017-10-09,0,0,123.0,Released,5.0,9,2017,0
31,Puss in Boots: The Last Wish,Animation,en,904.25,2022-07-12,90000000,480000000,103.0,Released,8.284,5759,2022,390000000
33,Two Witches,Horror,en,806.155,2023-02-03,0,0,95.0,Released,6.48,52,2023,0
35,Evil Dead Rise,Thriller,en,786.957,2023-12-04,15000000,141512122,96.0,Released,7.044,1680,2023,126512122
38,The Nights Belong to Monsters,Fantasy,es,742.199,2021-09-10,0,0,96.0,Released,2.0,1,2021,0
40,Bar Fight,Comedy,en,626.541,2022-11-11,0,0,84.0,Released,7.3,18,2022,0
43,Renfield,Horror,en,587.168,2023-07-04,65000000,24187819,93.0,Released,6.952,501,2023,-40812181
44,Alien Sniperess,Action,en,581.299,2022-08-04,0,0,94.0,Released,3.9,13,2022,0
45,Dark Blood,Crime,en,573.165,2021-05-09,0,0,83.0,Released,4.9,7,2021,0
49,Troll,Fantasy,no,533.668,2022-01-12,0,0,104.0,Released,6.736,1254,2022,0
52,Venus,Drama,es,511.495,2022-02-12,0,0,101.0,Released,5.602,64,2022,0
53,Blood,Thriller,en,511.355,2023-12-01,0,0,108.0,Released,5.9,40,2023,0
55,Candy Land,Horror,en,502.146,2023-06-01,0,0,93.0,Released,6.51,48,2023,0
56,Lecciones para canallas,Comedy,es,495.492,2022-01-09,0,0,104.0,Released,4.375,4,2022,0
62,Dolphin Boy,Animation,ru,442.791,2022-07-04,0,0,90.0,Released,6.2,38,2022,0
65,65,Science Fiction,en,434.038,2023-02-03,45000000,55000000,92.0,Released,6.229,1118,2023,10000000
66,Big Trip 2: Special Delivery,Animation,ru,433.004,2022-07-10,0,0,90.0,Released,6.556,45,2022,0
69,Sniper: The White Raven,War,uk,418.74,2022-03-05,1000000,0,120.0,Released,7.604,298,2022,-1000000
71,Ritual,Thriller,nl,405.467,2022-07-09,0,0,120.0,Released,7.0,28,2022,0
73,Thor: Love and Thunder,Fantasy,en,394.087,2022-06-07,250000000,760928081,119.0,Released,6.625,5488,2022,510928081
75,Somebody I Used to Know,Romance,en,388.555,2023-10-02,0,0,106.0,Released,6.231,52,2023,0
78,Superfast!,Comedy,en,369.009,2015-05-03,20000000,0,99.0,Released,5.0,351,2015,-20000000
79,Medieval,History,en,368.367,2022-08-09,23000000,4311284,126.0,Released,7.209,339,2022,-18688716
81,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,en,363.431,2005-07-12,180000000,745013115,143.0,Released,7.12,9361,2005,565013115
83,Guillermo del Toro's Pinocchio,Animation,en,355.968,2022-09-11,35000000,0,117.0,Released,8.249,2129,2022,-35000000
84,Wolf Hound,War,en,355.664,2022-03-06,0,0,127.0,Released,6.643,77,2022,0
86,Me contro Te: Il film - Persi nel tempo,Family,it,353.813,2022-01-01,0,0,60.0,Released,7.8,42,2022,0
88,Terrifier 2,Horror,en,338.682,2022-06-10,250000,12400000,138.0,Released,6.966,1033,2022,12150000
91,Battle: Freestyle,Romance,no,333.723,2022-01-04,0,0,88.0,Released,5.1,28,2022,0
94,Jurassic World Dominion,Adventure,en,326.317,2022-01-06,165000000,1001978080,147.0,Released,6.9,4493,2022,836978080
100,Beast,Thriller,en,313.132,2022-11-08,0,56000000,93.0,Released,6.9,1020,2022,56000000
101,Avatar: Creating the World of Pandora,Documentary,en,310.289,2010-07-02,0,0,23.0,Released,7.2,40,2010,0
105,Diary of a Wimpy Kid: Rodrick Rules,Animation,en,304.141,2022-02-12,0,0,74.0,Released,6.8,65,2022,0
106,Dragon Ball Super: Super Hero,Animation,ja,303.578,2022-11-06,0,86562140,99.0,Released,7.95,2274,2022,86562140
108,Bullet Train,Action,en,302.905,2022-03-07,90000000,239268602,126.0,Released,7.495,3601,2022,149268602
110,Sonic the Hedgehog 2,Action,en,297.805,2022-08-04,110000000,402656846,122.0,Released,7.599,3716,2022,292656846
115,Savage Salvation,Action,en,290.461,2022-02-12,85645,0,101.0,Released,6.585,112,2022,-85645
116,Chasing Love Time Machine,Drama,zh,288.42,2018-04-04,0,0,63.0,Released,0.0,0,2018,0
118,Suzume,Animation,ja,283.198,2022-11-11,0,301083145,123.0,Released,7.977,221,2022,301083145
121,One Punch Man: Road to Hero,Action,ja,271.912,2015-04-12,0,0,30.0,Released,8.025,141,2015,0
124,Hacksaw Ridge,Drama,en,269.007,2016-07-10,40000000,175302354,139.0,Released,8.189,11951,2016,135302354
125,Your Place or Mine,Romance,en,268.001,2023-10-02,0,0,109.0,Released,6.4,396,2023,0
126,Project Gemini,Science Fiction,en,266.364,2022-06-01,0,0,99.0,Released,5.7,270,2022,0
129,Prey,Thriller,en,262.576,2022-02-08,65000000,0,100.0,Released,7.798,5252,2022,-65000000
130,Queen of Spades,Horror,en,262.473,2021-11-06,0,0,91.0,Released,6.553,66,2021,0
132,What a Father!,Comedy,es,260.41,2022-09-02,0,0,99.0,Released,8.3,85,2022,0
133,The Takeover,Action,nl,257.352,2022-01-11,0,0,87.0,Released,5.8,100,2022,0
134,Frank and Penelope,Thriller,en,256.64,2022-03-06,0,0,112.0,Released,7.7,54,2022,0
137,Visitor,Horror,es,250.494,2021-11-02,0,6009,99.0,Released,6.1,7,2021,6009
138,Turning Red,Animation,en,249.16,2022-10-03,190000000,18879922,100.0,Released,7.49,3955,2022,-171120078
141,Emancipation,Action,en,246.455,2022-02-12,0,0,132.0,Released,8.06,791,2022,0
145,Doctor Strange in the Multiverse of Madness,Fantasy,en,243.528,2022-04-05,200000000,952224986,126.0,Released,7.38,7408,2022,752224986
146,The Friendship Game,Science Fiction,en,242.106,2022-11-11,0,0,87.0,Released,5.7,23,2022,0
147,"Lyle, Lyle, Crocodile",Comedy,en,241.841,2022-07-10,50000000,104088441,106.0,Released,7.389,405,2022,54088441
149,Step-Brother 2,Romance,ko,238.554,2018-06-11,0,0,80.0,Released,5.5,2,2018,0
152,Sharper,Thriller,en,237.069,2023-10-02,0,0,115.0,Released,7.127,165,2023,0
154,Nocebo,Mystery,en,232.889,2022-03-11,0,0,96.0,Released,6.5,40,2022,0
164,Margaux,Horror,en,224.125,2022-09-09,0,0,105.0,Released,6.9,57,2022,0
168,Luck,Animation,en,219.093,2022-05-08,0,0,105.0,Released,7.9,1158,2022,0
170,The Independent,Thriller,en,217.799,2022-02-11,0,0,108.0,Released,7.345,74,2022,0
171,The Mystic Nine: Begonia from Qingshan,Action,zh,215.978,2022-10-02,0,0,74.0,Released,4.4,5,2022,0
172,Gone Mom: The Disappearance of Jennifer Dulos,TV Movie,en,215.857,2021-05-06,0,0,88.0,Released,7.7,147,2021,0
175,Night at the Museum: Kahmunrah Rises Again,Animation,en,212.789,2022-09-12,0,0,77.0,Released,6.9,179,2022,0
182,Secret Headquarters,Science Fiction,en,207.046,2022-12-08,0,0,104.0,Released,6.8,237,2022,0
183,Athena,Drama,fr,206.816,2022-09-09,0,0,97.0,Released,6.7,503,2022,0
184,Harry Potter and the Half-Blood Prince,Adventure,en,204.97,2009-07-07,250000000,933959197,153.0,Released,7.7,17383,2009,683959197
185,Harry Potter and the Deathly Hallows: Part 2,Fantasy,en,204.577,2011-07-07,125000000,1341511219,130.0,Released,8.112,18459,2011,1216511219
186,The Exorcism of God,Horror,en,203.803,2022-11-03,1500000,0,98.0,Released,7.2,796,2022,-1500000
190,L'oubliée d'Amboise,Crime,fr,200.792,2022-03-04,0,0,96.0,Released,6.3,16,2022,0
194,¿Y cómo es él?,Comedy,es,195.977,2022-07-04,0,0,95.0,Released,7.5,173,2022,0
195,Kama Sutra: A Tale of Love,Drama,en,195.639,1996-11-09,3000000,4109095,117.0,Released,5.6,135,1996,1109095
196,Sing 2,Animation,en,195.589,2021-01-12,85000000,406000000,110.0,Released,8.0,3541,2021,321000000
199,My Hero Academia: World Heroes' Mission,Animation,ja,194.971,2021-06-08,0,38410729,105.0,Released,7.6,377,2021,38410729
205,20th Century Girl,Romance,ko,190.884,2022-06-10,119,0,119.0,Released,8.319,430,2022,-119
206,Fantastic Beasts: The Secrets of Dumbledore,Fantasy,en,190.547,2022-06-04,200000000,406950844,142.0,Released,6.8,3349,2022,206950844
211,John Wick: Chapter 2,Action,en,184.833,2017-08-02,40000000,171539887,122.0,Released,7.318,11613,2017,131539887
215,Deathstroke: Knights & Dragons - The Movie,Animation,en,183.255,2020-04-08,0,0,87.0,Released,6.9,372,2020,0
216,Paradise City,Action,en,182.136,2022-11-11,20000000,0,93.0,Released,5.7,69,2022,-20000000
221,The Last Zombie,Horror,es,181.048,2021-02-12,0,0,85.0,Released,5.7,3,2021,0
222,Ash & Dust,Crime,en,180.103,2022-11-03,0,0,85.0,Released,4.0,8,2022,0
224,All My Friends Hate Me,Comedy,en,178.792,2022-11-03,0,0,93.0,Released,6.1,60,2022,0
228,The Batman,Crime,en,176.359,2022-01-03,185000000,770945583,177.0,Released,7.71,8069,2022,585945583
232,Lost Bullet 2,Action,fr,174.633,2022-10-11,0,0,98.0,Released,6.569,239,2022,0
233,The Minute You Wake Up Dead,Thriller,en,173.649,2022-04-11,0,0,90.0,Released,5.6,40,2022,0
234,Blood Type O Watermelon Maid,Drama,ko,172.634,2021-08-01,0,0,70.0,Released,0.75,2,2021,0
239,Matando Cabos 2: La Máscara del Máscara,Action,es,169.216,2021-01-10,0,0,102.0,Released,7.8,73,2021,0
241,Fifty Shades of Grey,Drama,en,168.905,2015-11-02,40000000,571006128,125.0,Released,5.9,10758,2015,531006128
243,The Whale,Drama,en,167.952,2022-09-12,3000000,55101305,116.0,Released,8.008,2470,2022,52101305
248,Harry Potter and the Deathly Hallows: Part 1,Adventure,en,164.649,2010-06-10,250000000,954305868,146.0,Released,7.768,17100,2010,704305868
250,Terrifier,Horror,en,163.46,2011-09-08,0,0,20.0,Released,6.5,71,2011,0
257,Piggy,Thriller,es,160.063,2022-07-10,2400000,380512,100.0,Released,6.6,287,2022,-2019488
258,Crazy Fist,Action,zh,159.862,2021-06-05,0,0,97.0,Released,6.941,51,2021,0
259,Laid-Back Camp The Movie,Animation,ja,159.849,2022-01-07,0,7283918,121.0,Released,7.7,31,2022,7283918
264,Mummies,Adventure,es,157.758,2023-05-01,0,5211418,88.0,Released,6.0,18,2023,5211418
266,The Help,Drama,en,157.675,2011-09-08,25000000,216639112,146.0,Released,8.2,7011,2011,191639112
267,Operation Fortune: Ruse de Guerre,Action,en,157.372,2023-04-01,50000000,35800000,114.0,Released,6.876,238,2023,-14200000
269,Moonfall,Science Fiction,en,156.966,2022-03-02,146000000,67295363,130.0,Released,6.4,2255,2022,-78704637
271,Extraction 2,Action,en,156.745,2023-09-06,0,0,123.0,Released,2.0,1,2023,0
273,Prisoner of Love,Thriller,en,155.26,2022-09-01,0,0,85.0,Released,5.5,4,2022,0
277,Shang-Chi and the Legend of the Ten Rings,Action,en,152.859,2021-01-09,150000000,432243292,132.0,Released,7.6,7803,2021,282243292
280,Indemnity,Action,en,152.053,2022-11-02,0,0,124.0,Released,6.9,75,2022,0
281,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,en,151.905,2003-09-07,140000000,655011224,143.0,Released,7.783,18487,2003,515011224
284,Interstellar,Adventure,en,151.161,2014-05-11,165000000,701729206,169.0,Released,8.391,30708,2014,536729206
286,The Battle at Lake Changjin: Water Gate Bridge,War,zh,149.286,2022-01-02,200000000,626203271,149.0,Released,7.0,37,2022,426203271
288,Summer Ghost,Animation,ja,148.188,2021-12-11,0,0,40.0,Released,7.6,55,2021,0
289,Uncharted,Action,en,147.231,2022-10-02,120000000,401748820,116.0,Released,7.043,4461,2022,281748820
291,The Girl from the Other Side,Animation,ja,146.573,2022-10-03,0,0,70.0,Released,6.8,10,2022,0
296,Tinker Bell and the Legend of the NeverBeast,Adventure,en,144.517,2014-12-12,0,0,77.0,Released,7.2,864,2014,0
298,Enola Holmes 2,Mystery,en,143.285,2022-04-11,0,0,129.0,Released,7.6,1814,2022,0
299,The Northman,Action,en,142.497,2022-07-04,70000000,69633110,137.0,Released,7.112,3197,2022,-366890
303,Howl's Moving Castle,Fantasy,ja,140.734,2004-09-09,24000000,236049757,119.0,Released,8.4,8042,2004,212049757
305,Empire of Light,Drama,en,139.341,2022-09-12,0,5251349,115.0,Released,6.614,145,2022,5251349
309,After,Romance,en,139.036,2019-11-04,14000000,69497587,106.0,Released,7.16,7505,2019,55497587
310,Dumb & Dahmer,Comedy,en,138.692,2021-08-06,2571,0,81.0,Released,0.0,0,2021,-2571
312,A Haunted House,Comedy,en,137.953,2013-11-01,2500000,60141683,86.0,Released,5.783,1519,2013,57641683
313,Scream,Horror,en,137.889,2022-12-01,24000000,140041405,114.0,Released,6.727,2494,2022,116041405
318,Mission: Impossible - Dead Reckoning Part One,Action,en,135.846,2023-08-07,290000000,0,163.0,Released,0.0,0,2023,-290000000
321,Teasing Master Takagi-san: The Movie,Animation,ja,134.589,2022-10-06,0,0,73.0,Released,8.527,91,2022,0
322,Doraemon: Nobita's Little Star Wars 2021,Animation,ja,134.396,2022-04-03,0,0,108.0,Released,5.8,50,2022,0
323,House Party,Comedy,en,134.391,2023-12-01,0,0,100.0,Released,6.7,43,2023,0
325,The Truman Show,Comedy,en,133.995,1998-04-06,60000000,264118201,103.0,Released,8.1,15988,1998,204118201
328,Emily the Criminal,Crime,en,133.664,2022-12-08,0,0,97.0,Released,6.8,450,2022,0
330,Young Aunt 3,Romance,ko,133.38,2020-02-01,0,0,78.0,Released,6.7,3,2020,0
333,The Boss Baby: Family Business,Animation,en,132.69,2021-01-07,82000000,146745280,107.0,Released,7.472,2169,2021,64745280
335,Nice Sister-In-Law 2,Romance,ko,132.063,2017-08-10,0,0,72.0,Released,5.2,4,2017,0
340,Blade Runner 2049,Science Fiction,en,130.233,2017-04-10,150000000,259239658,164.0,Released,7.525,11611,2017,109239658
341,Fast & Furious Presents: Hobbs & Shaw,Action,en,130.097,2019-01-08,200000000,760098996,137.0,Released,6.865,6149,2019,560098996
344,ODDTAXI in the Woods,Animation,ja,129.399,2022-01-04,0,0,128.0,Released,6.5,7,2022,0
348,Lady Chatterley's Lover,Romance,en,127.257,2022-02-09,0,0,126.0,Released,6.748,202,2022,0
349,After We Fell,Romance,en,126.887,2021-01-09,14000000,21500000,99.0,Released,7.13,2116,2021,7500000
350,Drifting Home,Animation,ja,126.618,2022-09-09,0,0,121.0,Released,7.663,187,2022,0
352,Watcher,Mystery,en,126.479,2022-03-06,0,2667033,96.0,Released,6.585,489,2022,2667033
358,After We Collided,Romance,en,124.669,2020-02-09,0,42000000,105.0,Released,7.221,4874,2020,42000000
362,Redemption Day,Action,en,123.262,2021-08-01,0,0,100.0,Released,6.2,203,2021,0
364,Monster High: The Movie,Family,en,123.057,2022-06-10,0,0,91.0,Released,7.0,161,2022,0
368,Furious 7,Action,en,122.389,2015-01-04,190000000,1515341399,137.0,Released,7.239,9816,2015,1325341399
369,Why Women Cheat,Romance,en,122.37,2021-06-07,0,0,77.0,Released,3.3,3,2021,0
374,One Way,Crime,en,120.901,2022-02-09,0,0,96.0,Released,6.4,88,2022,0
375,The Day Naruto Became Hokage,Comedy,ja,120.531,2016-06-07,0,0,11.0,Released,7.6,187,2016,0
377,Code Name Banshee,Thriller,en,120.103,2022-01-07,0,0,93.0,Released,5.2,58,2022,0
380,Ant-Man and the Wasp,Action,en,119.474,2018-04-07,140000000,622674139,119.0,Released,6.961,11943,2018,482674139
387,Day Shift,Action,en,118.069,2022-12-08,0,0,113.0,Released,6.91,1459,2022,0
388,The Chalk Line,Horror,es,118.056,2022-09-09,0,0,106.0,Released,6.4,195,2022,0
390,The Hangover,Comedy,en,117.824,2009-02-06,35000000,469310836,100.0,Released,7.309,15228,2009,434310836
391,Last Man Down,Action,en,117.684,2022-03-11,0,0,87.0,Released,5.636,22,2022,0
392,Warrior,Drama,en,117.473,2011-09-09,25000000,23308615,140.0,Released,7.84,3991,2011,-1691385
396,Pinocchio,Fantasy,en,115.313,2022-07-09,0,0,105.0,Released,6.549,1296,2022,0
399,Love at First Kiss,Romance,es,114.278,2023-03-03,0,0,96.0,Released,6.074,46,2023,0
400,Love Again,Romance,en,114.107,2023-04-05,9000000,10000000,104.0,Released,6.392,37,2023,1000000
404,Air,Drama,en,113.412,2023-05-04,90000000,87078875,112.0,Released,7.418,1006,2023,-2921125
407,Corpus Christi,Drama,pl,113.258,2019-10-09,0,0,116.0,Released,7.7,453,2019,0
410,Overdose,Action,fr,112.621,2022-04-11,0,0,119.0,Released,6.575,134,2022,0
411,Spider-Man: Homecoming,Action,en,112.446,2017-05-07,175000000,880166924,133.0,Released,7.35,19804,2017,705166924
414,The Valet,Comedy,en,112.22,2022-11-05,0,0,124.0,Released,7.739,383,2022,0
416,Zootopia,Animation,en,111.664,2016-11-02,150000000,1023784195,109.0,Released,7.746,14669,2016,873784195
419,The Fate of the Furious,Action,en,111.317,2017-12-04,250000000,1236005118,136.0,Released,6.892,9541,2017,986005118
422,The Maze Runner,Action,en,110.595,2014-10-09,34000000,348319861,113.0,Released,7.17,15343,2014,314319861
423,Mortal Kombat,Action,en,110.478,2021-07-04,20000000,84426031,110.0,Released,7.1,5127,2021,64426031
426,The Seven Deadly Sins: Cursed by Light,Animation,ja,109.979,2021-02-07,0,1094673,79.0,Released,7.8,429,2021,1094673
427,Raya and the Last Dragon,Animation,en,109.791,2021-03-03,100000000,130423032,107.0,Released,7.937,5891,2021,30423032
430,Ice Age,Animation,en,109.263,2002-10-03,59000000,383257136,81.0,Released,7.34,11802,2002,324257136
433,The Princess and the Frog,Romance,en,108.825,2009-08-12,105000000,270997378,98.0,Released,7.2,4787,2009,165997378
434,Adultery Alumni Association 3,Drama,ko,108.659,2020-09-11,0,0,74.0,Released,0.0,0,2020,0
436,Eternals,Science Fiction,en,108.176,2021-03-11,200000000,402064899,156.0,Released,6.969,7116,2021,202064899
438,The Twin,Horror,en,107.947,2022-06-04,2620000,492000,109.0,Released,6.0,130,2022,-2128000
440,Space Jam: A New Legacy,Family,en,107.735,2021-08-07,161900000,162892228,115.0,Released,6.9,3481,2021,992228
444,Sonic the Hedgehog,Action,en,106.445,2020-12-02,85000000,319715683,99.0,Released,7.4,8534,2020,234715683
446,Young Mother 5,Drama,ko,106.383,2020-03-04,0,0,95.0,Released,5.1,9,2020,0
451,Warriors of Future,Drama,zh,106.137,2022-05-08,0,0,101.0,Released,7.304,283,2022,0
452,Red Notice,Action,en,105.783,2021-04-11,160000000,178143,118.0,Released,6.795,4664,2021,-159821857
454,Clifford the Big Red Dog,Family,en,105.602,2021-10-11,64000000,107347356,97.0,Released,7.3,1510,2021,43347356
455,"Monsters, Inc.",Animation,en,105.366,2001-01-11,115000000,579707738,92.0,Released,7.831,16786,2001,464707738
457,You Won't Be Alone,Horror,mk,105.175,2022-01-04,0,125000,109.0,Released,6.624,186,2022,125000
464,Boyka: Undisputed IV,Action,en,104.192,2016-01-08,0,0,87.0,Released,7.1,1088,2016,0
465,Jurassic World,Action,en,104.103,2015-12-06,150000000,1671537444,124.0,Released,6.678,18860,2015,1521537444
468,2037,Family,ko,103.548,2022-08-06,0,0,126.0,Released,7.1,29,2022,0
472,Togo,Crime,es,103.13,2022-05-10,0,0,95.0,Released,6.6,58,2022,0
476,The Conjuring 2,Horror,en,102.582,2016-08-06,40000000,321834351,134.0,Released,7.288,7448,2016,281834351
478,Don't Come Back Alive,Thriller,es,102.173,2022-02-09,0,0,85.0,Released,6.1,23,2022,0
486,The Mother,Action,en,101.326,2023-04-05,12,0,115.0,Released,6.7,127,2023,-12
488,Close,Drama,fr,100.753,2022-01-11,0,3129968,104.0,Released,7.843,232,2022,3129968
489,The Addams Family 2,Animation,en,100.692,2021-01-10,0,119815153,93.0,Released,7.097,1064,2021,119815153
495,Coraline,Animation,en,98.929,2009-05-02,60000000,124600000,100.0,Released,7.8,6395,2009,64600000
496,Grown Ups 2,Comedy,en,98.891,2013-11-07,80000000,247022278,101.0,Released,6.105,3715,2013,167022278
502,Wire Room,Action,en,98.495,2022-02-09,0,0,97.0,Released,6.742,122,2022,0
503,Black Widow,Action,en,98.408,2021-07-07,200000000,379751655,134.0,Released,7.344,8854,2021,179751655
506,Women in Fury,Action,it,98.177,1984-10-05,0,0,90.0,Released,6.4,31,1984,0
509,Emergency Declaration,Action,ko,98.122,2022-03-08,18052672,19200000,140.0,Released,7.9,171,2022,1147328
516,Major Grom: Plague Doctor,Action,ru,97.677,2021-01-04,5000000,4493306,136.0,Released,6.7,471,2021,-506694
517,Through My Window,Drama,es,97.57,2022-04-02,0,0,112.0,Released,7.453,2461,2022,0
523,My Hero Academia: Two Heroes,Animation,ja,97.133,2018-03-08,12000000,31478826,96.0,Released,7.921,860,2018,19478826
526,Deadpool,Action,en,97.045,2016-09-02,58000000,783100000,108.0,Released,7.604,28462,2016,725100000
528,PAW Patrol: The Movie,Animation,en,96.765,2021-09-08,26000000,144327371,86.0,Released,7.5,1090,2021,118327371
529,Attack on Titan,Horror,ja,96.597,2015-01-08,0,0,98.0,Released,6.039,648,2015,0
530,Dream 9 Toriko & One Piece & Dragon Ball Z Super Collaboration Special!!,Action,ja,96.493,2013-07-04,0,0,43.0,Released,7.4,212,2013,0
531,Pacific Rim,Action,en,96.347,2013-11-07,180000000,411002906,131.0,Released,6.863,11179,2013,231002906
532,The Fabelmans,Drama,en,96.318,2022-11-11,40000000,35218256,151.0,Released,7.945,959,2022,-4781744
537,Pirates of the Caribbean: Dead Man's Chest,Adventure,en,95.856,2006-06-07,200000000,1065659812,151.0,Released,7.337,14283,2006,865659812
538,The Red Book Ritual,Horror,en,95.541,2022-12-09,0,0,83.0,Released,5.5,20,2022,0
539,Hunting Ava Bravo,Thriller,en,95.531,2022-01-04,0,0,90.0,Released,6.5,91,2022,0
542,Cars 2,Animation,en,95.233,2011-11-06,200000000,559852396,106.0,Released,6.0,6745,2011,359852396
543,Teenage Mutant Ninja Turtles,Science Fiction,en,95.214,2014-07-08,125000000,485004754,101.0,Released,5.9,6147,2014,360004754
544,Boruto: Naruto the Movie,Animation,ja,95.184,2015-07-08,0,39500000,95.0,Released,7.634,1202,2015,39500000
547,The Hobbit: The Battle of the Five Armies,Action,en,95.09,2014-10-12,250000000,956019788,144.0,Released,7.3,12678,2014,706019788
549,That's Adultery!,Romance,cn,94.78,1975-01-01,0,0,101.0,Released,5.7,3,1975,0
550,Naruto Shippuden the Movie,Animation,ja,94.749,2007-04-08,0,10000000,94.0,Released,7.339,573,2007,10000000
551,Black Site,Action,en,94.611,2022-05-05,0,0,99.0,Released,6.8,157,2022,0
552,The Tomorrow War,Action,en,94.513,2021-02-07,200000000,14400000,138.0,Released,7.9,6157,2021,-185600000
555,Scary Movie,Comedy,en,94.089,2000-07-07,19000000,278019771,88.0,Released,6.322,6037,2000,259019771
556,Redcon-1,Action,en,94.046,2018-07-09,0,0,117.0,Released,5.6,202,2018,0
558,Spider-Man,Fantasy,en,93.543,2002-01-05,139000000,821708551,121.0,Released,7.264,16917,2002,682708551
560,The Adam Project,Adventure,en,93.203,2022-11-03,116000000,0,106.0,Released,7.067,3403,2022,-116000000
561,Champions,Comedy,en,93.183,2023-09-03,0,9263009,124.0,Released,7.028,90,2023,9263009
563,The School Teacher,Comedy,it,93.061,1975-11-07,0,0,89.0,Released,5.0,34,1975,0
566,Fifty Shades Darker,Drama,en,92.892,2017-08-02,55000000,378827494,118.0,Released,6.5,7025,2017,323827494
569,Magic Mike's Last Dance,Comedy,en,92.786,2023-09-02,45000000,52000000,112.0,Released,7.1,249,2023,7000000
571,Hot Hair Salon,Drama,ko,92.296,2020-04-09,0,0,70.0,Released,5.2,5,2020,0
572,Flipped,Romance,en,92.267,2010-06-08,14000000,1755212,89.0,Released,7.971,2414,2010,-12244788
574,Carter,Action,ko,91.982,2022-05-08,0,0,132.0,Released,6.2,277,2022,0
575,One Piece Film Red,Animation,ja,91.951,2022-06-08,0,150797338,115.0,Released,7.3,312,2022,150797338
577,Halloween Ends,Horror,en,91.587,2022-12-10,20000000,104186860,111.0,Released,6.344,1191,2022,84186860
578,A Quiet Place,Horror,en,91.585,2018-03-04,17000000,340952971,91.0,Released,7.396,12541,2018,323952971
579,How to Train Your Dragon: The Hidden World,Animation,en,91.531,2019-03-01,129000000,524580592,104.0,Released,7.8,5518,2019,395580592
580,"Ninja Escapades: Creation of Akatsuki, The Two Uchiha, The Far Reaches of Hope",Animation,ja,91.366,2014-11-09,0,0,53.0,Released,6.9,18,2014,0
581,Joker,Crime,en,91.236,2019-01-10,55000000,1074458282,122.0,Released,8.17,22319,2019,1019458282
582,Those Who Wish Me Dead,Thriller,en,90.965,2021-05-05,20000000,23384502,100.0,Released,6.7,1290,2021,3384502
583,Titanic II,Action,en,90.939,2010-07-08,0,0,90.0,Released,4.9,336,2010,0
585,Carriers,Action,en,90.727,2009-04-09,0,5802422,84.0,Released,6.1,1185,2009,5802422
589,Hidden Figures,Drama,en,90.484,2016-10-12,25000000,235956898,127.0,Released,8.056,8456,2016,210956898
591,The Last Warrior: Root of Evil,Fantasy,ru,90.129,2021-01-01,8400000,27658331,120.0,Released,7.0,122,2021,19258331
593,Scary Movie 5,Comedy,en,90.059,2013-11-04,20000000,78378744,86.0,Released,4.815,2494,2013,58378744
596,Me Before You,Drama,en,89.494,2016-01-06,20000000,207945075,110.0,Released,7.905,10838,2016,187945075
600,Dragon Ball Z: Broly – The Legendary Super Saiyan,Animation,ja,89.156,1993-06-03,0,21658982,70.0,Released,7.268,727,1993,21658982
601,Porno,Drama,pt,89.079,1981-01-01,0,0,83.0,Released,4.3,46,1981,0
602,Barbarian,Horror,en,88.942,2022-08-09,10500000,45352337,103.0,Released,6.9,1269,2022,34852337
603,The Nun,Horror,en,88.894,2018-05-09,22000000,365582797,96.0,Released,5.85,5641,2018,343582797
604,Wreck-It Ralph,Family,en,88.88,2012-01-11,165000000,471222889,101.0,Released,7.3,11170,2012,306222889
606,Deadpool 2,Action,en,88.506,2018-10-05,110000000,785896609,120.0,Released,7.494,15663,2018,675896609
607,Darby and the Dead,Comedy,en,88.478,2022-02-12,0,0,100.0,Released,6.1,36,2022,0
608,Free Guy,Comedy,en,88.432,2021-11-08,110000000,331526598,115.0,Released,7.59,6912,2021,221526598
